"Find companies","legal_name","Normalize Company Name","company_name","Description","Primary Industry","Size","Type","hq_location","Country","domain","LinkedIn URL","Exports Status","Perplexity AI","Update People Search (Find people Table) - 2025-07-23T00:23:14.108Z","Update People Search (Find people Table) - 2025-07-23T05:01:32.416Z","Update People Search (Find people Table) - 2025-07-25T07:31:30.042Z"
,"FFS - a Lucta Brand","✅ FFS","FFS","Flavor & Fragrance Specialties is now a Lucta brand focusing on flavors for coffee & specialty beverages. As pioneers in the dynamic flavored coffee market, we’ve spent the last 40 years partnering with brands
to ensure their coffee products satisfy ever-changing consumer expectations.

Our teams focus on key beverage segments and passionately partner with companies to leverage the power of taste to make their products irresistible to consumers.","Chemical Manufacturing","51-200 employees","Privately Held","Mahwah, NJ","United States","ffs.com","https://www.linkedin.com/company/flavor-&-fragrance-specialties"
